Applicant_ID,Identity_Card,Name,Age,Gender,Education_Level,Field_of_Study,Education_Background,Skills,Graduation_Year,Experience_Years,Certifications,Job_Applied,Required_Education_Levels,Required_Fields,Required_Min_Experience,Required_Max_Experience,Required_Skills,Required_Certifications,Shortlisted
7891,2198570004734740,MUKANYIRABUKA Paul,40,Female,Diploma,Education,Diploma in Education,"Classroom Management, Educational Technology, Curriculum Development, Assessment, Lesson Planning",2005,20,"TESOL, National Board Certification",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
7892,1200180008022211,RUKUNDO Diane,24,Male,Diploma,Business Administration,Diploma in Business Administration,"Negotiation, Business Analysis, Project Management, Communication",2022,3,None,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",1
7893,1199270000331889,MUKANYIRABUKA Peter,33,Female,Master's,Marketing,Master's in Marketing,"Google Analytics, Market Research, Content Marketing, Social Media, SEO, Email Marketing",2022,3,"PCM, Facebook Blueprint",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",1
7894,1199280009108721,RUKUNDO Emmanuel,33,Male,Bachelor's,Law,Bachelor's in Law,"Compliance, Negotiation, Litigation, Legal Research",2014,11,"Certified Legal Manager, CPLP",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
7895,1196880000119912,NDAYISENGA Theogene,57,Male,Master's,Economics,Master's in Economics,"R, Forecasting, Data Visualization, Statistical Analysis, Econometrics, Python",1993,32,None,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
7896,1197680006990889,RUTAYISIRE Marie,49,Male,Master's,Computer Science,Master's in Computer Science,"Data Structures, Algorithms, Python, C++",2001,24,"CISSP, Azure Fundamentals, AWS Certified",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
7897,1197470003050325,MUKARUHOGO Patrick,51,Female,Bachelor's,Law,Bachelor's in Law,"Litigation, Corporate Law, Contract Law, Compliance, Legal Research",1997,28,CPLP,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
7898,1199880006733213,NDAYISENGA Claudine,27,Male,Diploma,Information Technology,Diploma in Information Technology,"Linux, ITIL, Cybersecurity, Database Administration, Windows Server",2020,5,"CEH, ITIL Foundation",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
7899,1199780008143847,RUTAYISIRE Olivier,28,Male,Bachelor's,Business Administration,Bachelor's in Business Administration,"Leadership, Business Analysis, Communication, Strategic Planning, Negotiation, Project Management",2019,6,CFA,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",1
7900,1197870001982871,MUKARUHOGO Peter,47,Female,Bachelor's,Law,Bachelor's in Law,"Negotiation, Compliance, Legal Research",2002,23,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
7901,1197870003432588,MUKAMANA Claudine,47,Female,Master's,Computer Science,Master's in Computer Science,"SQL, Java, C++, Python",2003,22,"CompTIA Security+, Azure Fundamentals, AWS Certified",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
7902,1197280008111567,KAMALI Olivier,53,Male,Master's,Marketing,Master's in Marketing,"Email Marketing, Content Marketing, SEO, Social Media, Google Analytics, Market Research",2002,23,"PCM, Google Analytics Certification, HubSpot Certification",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
7903,1199080001953808,KALISA Marie,35,Male,Master's,Nursing,Master's in Nursing,"Patient Care, Medical Records, Emergency Response, Healthcare Ethics",2019,6,PALS,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
7904,2196770004139643,MUKANYIRABUKA Grace,58,Female,Bachelor's,Nursing,Bachelor's in Nursing,"Patient Care, CPR, Healthcare Ethics, Clinical Skills, Medical Records, Emergency Response",1992,33,None,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",1
7905,1200070000381251,MUKAMUSONERA Peter,25,Female,Master's,Computer Science,Master's in Computer Science,"Python, C++, Data Structures, Algorithms, SQL",2025,0,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
7906,1196880008453523,RUTAYISIRE Patrick,57,Male,Bachelor's,Marketing,Bachelor's in Marketing,"Google Analytics, Content Marketing, Market Research, SEO, Social Media",1990,35,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
7907,2197680003588426,HABIMANA Peter,49,Male,Master's,Computer Science,Master's in Computer Science,"Web Development, Machine Learning, Algorithms, C++, Java, Data Structures",2004,21,"CISSP, Oracle Java",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
7908,1198770008496586,MUKANYIRABUKA Diane,38,Female,Bachelor's,Business Administration,Bachelor's in Business Administration,"Negotiation, Leadership, Business Analysis, Project Management, Communication",2012,13,"Six Sigma, CFA, MBA",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
7909,1199970000558238,MUKANDAYA Florence,26,Female,Master's,Accounting,Master's in Accounting,"Taxation, QuickBooks, Auditing, CPA, Excel, Financial Reporting",2023,2,CIA,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
7910,1197980009500811,HABIYAREMYE Eric,46,Male,Diploma,Accounting,Diploma in Accounting,"QuickBooks, Auditing, Taxation, Financial Reporting",2001,24,"CMA, CIA, ACCA",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
7911,1197380006850414,HABIYAREMYE Eric,52,Male,Bachelor's,Engineering,Bachelor's in Engineering,"Project Management, AutoCAD, Technical Drawing, MATLAB, SolidWorks, Quality Control",1996,29,None,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
7912,1196570002940554,MUKASHYAKA Alice,60,Female,PhD,Business Administration,PhD in Business Administration,"Leadership, Negotiation, Business Analysis, Project Management",1999,26,None,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
7913,2196780005265230,TWAGIRAYEZU Theogene,58,Male,Bachelor's,Marketing,Bachelor's in Marketing,"Content Marketing, Social Media, SEO, Email Marketing, Google Analytics",1991,34,None,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
7914,1196980008761343,RUKUNDO Eric,56,Male,Bachelor's,Marketing,Bachelor's in Marketing,"Market Research, Google Analytics, Email Marketing, SEO, Content Marketing, Social Media",1992,33,"PCM, HubSpot Certification, Google Analytics Certification",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
7915,1198980004408199,MUTABAZI Jean,36,Male,Bachelor's,Marketing,Bachelor's in Marketing,"Market Research, Social Media, Content Marketing, Google Analytics, Email Marketing",2013,12,"Facebook Blueprint, HubSpot Certification",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
7916,1197280007223958,NSENGIYUMVA Paul,53,Male,PhD,Education,PhD in Education,"Lesson Planning, Classroom Management, Assessment, Educational Technology",2004,21,"National Board Certification, TESOL, CPCE",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
7917,1196880001339482,RUKUNDO Olivier,57,Male,Master's,Information Technology,Master's in Information Technology,"Cloud Computing, Windows Server, Linux, Networking, Cybersecurity",1994,31,ITIL Foundation,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
7918,1200270001720168,MUKAMUSONERA Alice,23,Female,Bachelor's,Marketing,Bachelor's in Marketing,"Content Marketing, Market Research, Google Analytics, Email Marketing, Social Media, SEO",2025,0,Google Analytics Certification,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
7919,1199480008986826,NDAYISENGA Paul,31,Male,PhD,Business Administration,PhD in Business Administration,"Negotiation, Communication, Business Analysis, Strategic Planning, Leadership",2023,2,PMP,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",1
7920,2197980008652744,KALISA Paul,46,Male,PhD,Education,PhD in Education,"Educational Technology, Lesson Planning, Classroom Management, Assessment, Curriculum Development",2008,17,National Board Certification,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
7921,2198180009746628,NSENGIYUMVA Olivier,44,Male,Master's,Information Technology,Master's in Information Technology,"Cloud Computing, Linux, Windows Server, Database Administration, ITIL",2011,14,"CCNA, CEH, ITIL Foundation",Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
7922,2200170009409668,MUKANYIRABUKA Peter,24,Female,Diploma,Computer Science,Diploma in Computer Science,"C++, Data Structures, Python",2021,4,AWS Certified,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
7923,1198980007283284,NDAYISENGA Florence,36,Male,Diploma,Accounting,Diploma in Accounting,"CPA, Taxation, QuickBooks, Excel, Financial Reporting",2010,15,"CIA, CFA",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",1
7924,1197570002765998,MUKAMURENZI Florence,50,Female,PhD,Business Administration,PhD in Business Administration,"Leadership, Negotiation, Business Analysis, Strategic Planning, Communication, Project Management",2003,22,"PMP, Six Sigma",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
7925,1196970005295505,MUKASHYAKA Theogene,56,Female,Bachelor's,Accounting,Bachelor's in Accounting,"QuickBooks, Financial Reporting, CPA, Auditing, Taxation",1992,33,"CIA, CFA",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",1
7926,1200270008386664,MUKAYIRANGA Theogene,23,Female,Diploma,Accounting,Diploma in Accounting,"QuickBooks, Excel, SAP",2022,3,"CPA, ACCA, CMA",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",1
7927,2198170001640809,MUKASHYAKA Florence,44,Female,Bachelor's,Computer Science,Bachelor's in Computer Science,"Python, Web Development, Algorithms, Machine Learning, C++, Data Structures",2004,21,"Oracle Java, AWS Certified",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
7928,1199480008220346,HABIYAREMYE Peter,31,Male,Bachelor's,Computer Science,Bachelor's in Computer Science,"Web Development, Algorithms, Python, Machine Learning",2016,9,"CompTIA Security+, Oracle Java",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
7929,2197680003736923,HABIYAREMYE Marie,49,Male,PhD,Economics,PhD in Economics,"Data Visualization, R, Python, Forecasting",2003,22,"FRM, CFA",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
7930,1196680009601496,HABIMANA Chantal,59,Male,Diploma,Economics,Diploma in Economics,"Forecasting, R, Python, Statistical Analysis",1989,36,None,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
